Location,Code,GeographicLevel
BAGAR,012906009,Bgy
BALINGAOAN,012906010,Bgy
BUGNAY,012906015,Bgy
CALAOAAN,012906016,Bgy
CALONGBUYAN,012906017,Bgy
CATERMAN,012906018,Bgy
CUBCUBBOOT,012906019,Bgy
DARAPIDAP,012906020,Bgy
LANGLANGCA PRIMERO,012906022,Bgy
LANGLANGCA SEGUNDO,012906023,Bgy
OAIG-DAYA,012906024,Bgy
PALACAPAC,012906025,Bgy
PARAS,012906026,Bgy
PARIOC PRIMERO,012906027,Bgy
PARIOC SEGUNDO,012906028,Bgy
PATPATA PRIMERO,012906029,Bgy
PATPATA SEGUNDO,012906030,Bgy
PAYPAYAD,012906031,Bgy
SALVADOR PRIMERO,012906032,Bgy
SALVADOR SEGUNDO,012906033,Bgy
SAN AGUSTIN,012906034,Bgy
SAN ANDRES,012906035,Bgy
SAN ANTONIO (POB.),012906036,Bgy
SAN ISIDRO (POB.),012906037,Bgy
SAN JOSE (POB.),012906038,Bgy
SAN JUAN (POB.),012906039,Bgy
SAN NICOLAS,012906040,Bgy
SAN PEDRO,012906041,Bgy
SANTO TOMAS,012906042,Bgy
TABLAC,012906043,Bgy
TALOGTOG,012906044,Bgy
TAMURONG PRIMERO,012906045,Bgy
TAMURONG SEGUNDO,012906046,Bgy
VILLARICA,012906048,Bgy
CAOAYAN,012907000,Mun
ANONANG MAYOR,012907001,Bgy
ANONANG MENOR,012907002,Bgy
BAGGOC,012907003,Bgy
CALLAGUIP,012907004,Bgy
CAPARACADAN,012907005,Bgy
FUERTE,012907006,Bgy
MANANGAT,012907007,Bgy
NAGUILIAN,012907008,Bgy
NANSUAGAO,012907009,Bgy
PANDAN,012907010,Bgy
PANTAY-QUITIQUIT,012907011,Bgy
DON DIMAS QUERUBIN (POB.),012907012,Bgy
PURO,012907013,Bgy
PANTAY TAMURONG,012907014,Bgy
VILLAMAR,012907015,Bgy
DON ALEJANDRO QUIROLGICO (POB.),012907016,Bgy
DON LORENZO QUERUBIN (POB.),012907017,Bgy
CERVANTES,012908000,Mun
ALULING,012908001,Bgy
COMILLAS NORTH,012908002,Bgy
COMILLAS SOUTH,012908003,Bgy
CONCEPCION (POB.),012908004,Bgy
DINWEDE EAST,012908005,Bgy
DINWEDE WEST,012908006,Bgy
LIBANG,012908007,Bgy
PILIPIL,012908010,Bgy
REMEDIOS,012908013,Bgy
ROSARIO (POB.),012908014,Bgy
SAN JUAN,012908015,Bgy
SAN LUIS,012908016,Bgy
MALAYA,012908017,Bgy
GALIMUYOD,012909000,Mun
ABAYA,012909001,Bgy
BARACBAC,012909002,Bgy
BIDBIDAY,012909003,Bgy
BITONG,012909004,Bgy
BOROBOR,012909005,Bgy
CALIMUGTONG,012909006,Bgy
CALONGBUYAN,012909007,Bgy
CALUMBAYA,012909008,Bgy
DALDAGAN,012909009,Bgy
KILANG,012909010,Bgy
LEGASPI,012909011,Bgy
MABAYAG,012909012,Bgy
MATANUBONG,012909013,Bgy
MCKINLEY,012909014,Bgy
NAGSINGCAOAN,012909015,Bgy
OAIG-DAYA,012909016,Bgy
PAGANGPANG,012909017,Bgy
PATAC,012909018,Bgy
POBLACION,012909019,Bgy
RUBIO,012909020,Bgy
SABANGAN-BATO,012909021,Bgy
SACAANG,012909022,Bgy
SAN VICENTE,012909023,Bgy
SAPANG,012909024,Bgy
GREGORIO DEL PILAR (CONCEPCION),012910000,Mun
ALFONSO (TANGAOAN),012910001,Bgy
BUSSOT,012910002,Bgy
CONCEPCION,012910003,Bgy
DAPDAPPIG,012910004,Bgy
MATUE-BUTARAG,012910005,Bgy
POBLACION NORTE,012910007,Bgy
POBLACION SUR,012910008,Bgy
LIDLIDDA,012911000,Mun
BANUCAL,012911001,Bgy
BEQUI-WALIN,012911002,Bgy
BUGUI,012911003,Bgy
CALUNGBUYAN,012911004,Bgy
CARCARABASA,012911005,Bgy
LABUT,012911006,Bgy
POBLACION NORTE,012911007,Bgy
POBLACION SUR,012911008,Bgy
SAN VICENTE,012911009,Bgy
SUYSUYAN,012911010,Bgy
TAY-AC,012911011,Bgy
MAGSINGAL,012912000,Mun
ALANGAN,012912001,Bgy
BACAR,012912002,Bgy
BARBARIT,012912006,Bgy
BUNGRO,012912007,Bgy
CABAROAN,012912008,Bgy
CADANGLAAN,012912010,Bgy
CARAISAN,012912011,Bgy
DACUTAN,012912014,Bgy
LABUT,012912015,Bgy
MAAS-ASIN,012912017,Bgy
MACATCATUD,012912018,Bgy
NAMALPALAN,012912019,Bgy
MANZANTE,012912020,Bgy
MARATUDO,012912022,Bgy
MIRAMAR,012912023,Bgy
NAPO,012912025,Bgy
PAGSANAAN NORTE,012912026,Bgy
PAGSANAAN SUR,012912027,Bgy
PANAY NORTE,012912028,Bgy
PANAY SUR,012912029,Bgy
PATONG,012912030,Bgy
PURO,012912031,Bgy
SAN BASILIO (POB.),012912032,Bgy
SAN CLEMENTE (POB.),012912033,Bgy
SAN JULIAN (POB.),012912034,Bgy
SAN LUCAS (POB.),012912035,Bgy
SAN RAMON (POB.),012912036,Bgy
SAN VICENTE (POB.),012912037,Bgy
SANTA MONICA,012912038,Bgy
SARSARACAT,012912039,Bgy
NAGBUKEL,012913000,Mun
BALAWEG,012913001,Bgy
BANDRIL,012913002,Bgy
BANTUGO,012913003,Bgy
CADACAD,012913004,Bgy
CASILAGAN,012913005,Bgy
CASOCOS,012913006,Bgy
LAPTING,012913007,Bgy
MAPISI,012913008,Bgy
MISSION,012913009,Bgy
POBLACION EAST,012913010,Bgy
POBLACION WEST,012913011,Bgy
TALEB,012913012,Bgy
NARVACAN,012914000,Mun
ABUOR,012914001,Bgy
AMBULOGAN,012914002,Bgy
AQUIB,012914004,Bgy
BANGLAYAN,012914005,Bgy
BULANOS,012914006,Bgy
CADACAD,012914007,Bgy
CAGAYUNGAN,012914008,Bgy
CAMARAO,012914009,Bgy
CASILAGAN,012914010,Bgy
CODOOG,012914011,Bgy
DASAY,012914012,Bgy
DINALAOAN,012914013,Bgy
ESTANCIA,012914014,Bgy
LANIPAO,012914015,Bgy
LUNGOG,012914016,Bgy
MARGAAY,012914017,Bgy
MAROZO,012914018,Bgy
NAGUNEG,012914019,Bgy
ORENCE,012914020,Bgy
PANTOC,012914021,Bgy
PARATONG,012914022,Bgy
PARPARIA,012914023,Bgy
QUINARAYAN,012914024,Bgy
RIVADAVIA,012914025,Bgy
SAN ANTONIO,012914026,Bgy
SAN JOSE (POB.),012914027,Bgy
SAN PABLO,012914028,Bgy
SAN PEDRO,012914029,Bgy
SANTA LUCIA (POB.),012914030,Bgy
SARMINGAN,012914031,Bgy
SUCOC,012914032,Bgy
SULVEC,012914033,Bgy
TUROD,012914034,Bgy
BANTAY ABOT,012914035,Bgy
QUIRINO (ANGKAKI),012915000,Mun
BANOEN,012915001,Bgy
CAYUS,012915002,Bgy
PATUNGCALEO (LAMAG),012915003,Bgy
MALIDEG,012915004,Bgy
NAMITPIT,012915005,Bgy
PATIACAN,012915006,Bgy
LEGLEG (POB.),012915007,Bgy
SUAGAYAN,012915008,Bgy
LAMAG (TUBTUBA),012915009,Bgy
SALCEDO (BAUGEN),012916000,Mun
ATABAY,012916001,Bgy
CALANGCUASAN,012916002,Bgy
BALIDBID,012916003,Bgy
BALUARTE,012916004,Bgy
BAYBAYADING,012916005,Bgy
BOGUIBOG,012916006,Bgy
BULALA-LEGUEY,012916007,Bgy
KALIWAKIW,012916008,Bgy
CULIONG,012916010,Bgy
DINARATAN,012916011,Bgy
KINMARIN,012916012,Bgy
LUCBUBAN,012916013,Bgy
MADARANG,012916014,Bgy
MALIGCONG,012916015,Bgy
PIAS,012916016,Bgy
POBLACION NORTE,012916017,Bgy
POBLACION SUR,012916018,Bgy
SAN GASPAR,012916019,Bgy
SAN TIBURCIO,012916020,Bgy
SORIOAN,012916021,Bgy
UBBOG,012916022,Bgy
SAN EMILIO,012917000,Mun
CABAROAN (POB.),012917001,Bgy
KALUMSING,012917002,Bgy
LANCUAS,012917003,Bgy
MATIBUEY,012917004,Bgy
PALTOC,012917005,Bgy
SIBSIBBU,012917006,Bgy
TIAGAN,012917007,Bgy
SAN MILIANO,012917008,Bgy
SAN ESTEBAN,012918000,Mun
ANSAD,012918001,Bgy
APATOT,012918002,Bgy
BATERIA,012918003,Bgy
CABAROAN,012918004,Bgy
CAPPA-CAPPA,012918005,Bgy
POBLACION,012918006,Bgy
SAN NICOLAS,012918007,Bgy
SAN PABLO,012918008,Bgy
SAN RAFAEL,012918009,Bgy
VILLA QUIRINO,012918010,Bgy
SAN ILDEFONSO,012919000,Mun
ARNAP,012919001,Bgy
BAHET,012919002,Bgy
BELEN,012919003,Bgy
BUNGRO,012919004,Bgy
BUSIING SUR,012919006,Bgy
BUSIING NORTE,012919007,Bgy
DONGALO,012919009,Bgy
GONGOGONG,012919010,Bgy
IBOY,012919011,Bgy
OTOL-PATAC,012919013,Bgy
POBLACION EAST,012919014,Bgy
POBLACION WEST,012919015,Bgy
KINAMANTIRISAN,012919016,Bgy
SAGNEB,012919017,Bgy
SAGSAGAT,012919018,Bgy
SAN JUAN (LAPOG),012920000,Mun
BACSIL,012920001,Bgy
BALIW,012920002,Bgy
BANNUAR (POB.),012920003,Bgy
BARBAR,012920004,Bgy
CABANGLOTAN,012920005,Bgy
CACANDONGAN,012920006,Bgy
CAMANGGAAN,012920007,Bgy
CAMINDOROAN,012920008,Bgy
CARONOAN,012920009,Bgy
DARAO,012920010,Bgy
DARDARAT,012920012,Bgy
GUIMOD NORTE,012920013,Bgy
GUIMOD SUR,012920014,Bgy
IMMAYOS NORTE,012920015,Bgy
IMMAYOS SUR,012920016,Bgy
LABNIG,012920017,Bgy
LAPTING,012920018,Bgy
LIRA (POB.),012920019,Bgy
MALAMIN,012920020,Bgy
MURAYA,012920021,Bgy
NAGSABARAN,012920022,Bgy
NAGSUPOTAN,012920023,Bgy
PANDAYAN (POB.),012920025,Bgy
REFARO,012920027,Bgy
RESURRECCION (POB.),012920028,Bgy
SABANGAN,012920029,Bgy
SAN ISIDRO,012920031,Bgy
SAOANG,012920035,Bgy
SOLOTSOLOT,012920037,Bgy
SUNGGIAM,012920038,Bgy
SURNGIT,012920039,Bgy
ASILANG,012920040,Bgy
SAN VICENTE,012921000,Mun
BANTAOAY,012921001,Bgy
BAYUBAY NORTE,012921002,Bgy
BAYUBAY SUR,012921003,Bgy
LUBONG,012921004,Bgy
POBLACION,012921005,Bgy
PUDOC,012921006,Bgy
SAN SEBASTIAN,012921007,Bgy
SANTA,012922000,Mun
AMPANDULA,012922001,Bgy
BANAOANG,012922002,Bgy
BASUG,012922003,Bgy
BUCALAG,012922004,Bgy
CABANGARAN,012922005,Bgy
CALUNGBOYAN,012922006,Bgy
CASIBER,012922008,Bgy
DAMMAY,012922009,Bgy
LABUT NORTE,012922010,Bgy
LABUT SUR,012922011,Bgy
MABILBILA SUR,012922012,Bgy
MABILBILA NORTE,012922013,Bgy
MAGSAYSAY DISTRICT (POB.),012922014,Bgy
MANUEVA,012922015,Bgy
MARCOS (POB.),012922016,Bgy
NAGPANAOAN,012922017,Bgy
NAMALANGAN,012922018,Bgy
ORIBI,012922019,Bgy
PASUNGOL,012922020,Bgy
QUEZON (POB.),012922022,Bgy
QUIRINO (POB.),012922023,Bgy
RANCHO,012922024,Bgy
RIZAL,012922025,Bgy
SACUYYA NORTE,012922026,Bgy
SACUYYA SUR,012922027,Bgy
TABUCOLAN,012922028,Bgy
SANTA CATALINA,012923000,Mun
CABAROAN,012923001,Bgy
CABITTAOGAN,012923002,Bgy
CABULOAN,012923003,Bgy
PANGADA,012923004,Bgy
PARATONG,012923005,Bgy
POBLACION,012923006,Bgy
SINABAAN,012923007,Bgy
SUBEC,012923008,Bgy
TAMORONG,012923009,Bgy
SANTA CRUZ,012924000,Mun
AMARAO,012924001,Bgy
BABAYOAN,012924002,Bgy
BACSAYAN,012924003,Bgy
BANAY,012924004,Bgy
BAYUGAO ESTE,012924005,Bgy
BAYUGAO OESTE,012924006,Bgy
BESALAN,012924007,Bgy
BUGBUGA,012924008,Bgy
CALAOAAN,012924009,Bgy
CAMANGGAAN,012924010,Bgy
CANDALICAN,012924011,Bgy
CAPARIAAN,012924012,Bgy
CASILAGAN,012924013,Bgy
COSCOSNONG,012924014,Bgy
DALIGAN,012924015,Bgy
DILI,012924016,Bgy
GABOR NORTE,012924017,Bgy
GABOR SUR,012924018,Bgy
LALONG,012924019,Bgy
LANTAG,012924020,Bgy
LAS-UD,012924021,Bgy
MAMBOG,012924022,Bgy
MANTANAS,012924023,Bgy
NAGTENGNGA,012924024,Bgy
PADAOIL,012924025,Bgy
PARATONG,012924026,Bgy
PATTIQUI,012924027,Bgy
PIDPID,012924028,Bgy
PILAR,012924029,Bgy
PINIPIN,012924030,Bgy
POBLACION ESTE,012924031,Bgy
POBLACION NORTE,012924032,Bgy
POBLACION WESTE,012924033,Bgy
POBLACION SUR,012924034,Bgy
QUINFERMIN,012924035,Bgy
QUINSORIANO,012924036,Bgy
SAGAT,012924037,Bgy
SAN ANTONIO,012924038,Bgy
SAN JOSE,012924039,Bgy
SAN PEDRO,012924040,Bgy
SAOAT,012924041,Bgy
SEVILLA,012924042,Bgy
SIDAOEN,012924043,Bgy
SUYO,012924044,Bgy
TAMPUGO,012924045,Bgy
TUROD,012924046,Bgy
VILLA GARCIA,012924047,Bgy
VILLA HERMOSA,012924048,Bgy
VILLA LAURENCIA,012924049,Bgy
SANTA LUCIA,012925000,Mun
ALINCAOEG,012925001,Bgy
ANGKILENG,012925002,Bgy
ARANGIN,012925003,Bgy
AYUSAN (POB.),012925004,Bgy
BANBANABA,012925005,Bgy
BAO-AS,012925006,Bgy
BARANGOBONG (POB.),012925007,Bgy
BULICLIC,012925008,Bgy
BURGOS (POB.),012925009,Bgy
CABARITAN,012925010,Bgy
CATAYAGAN,012925011,Bgy
CONCONIG EAST,012925012,Bgy
CONCONIG WEST,012925013,Bgy
DAMACUAG,012925014,Bgy
LUBONG,012925015,Bgy
LUBA,012925016,Bgy
NAGREBCAN,012925017,Bgy
NAGTABLAAN,012925018,Bgy
NAMATICAN,012925019,Bgy
NANGALISAN,012925020,Bgy
PALALI NORTE,012925021,Bgy
PALALI SUR,012925022,Bgy
PAOC NORTE,012925023,Bgy
PAOC SUR,012925024,Bgy
PARATONG,012925025,Bgy
PILA EAST,012925026,Bgy
PILA WEST,012925027,Bgy
QUINABALAYANGAN,012925028,Bgy
RONDA,012925029,Bgy
SABUANAN,012925030,Bgy
SAN JUAN,012925031,Bgy
SAN PEDRO,012925032,Bgy
SAPANG,012925033,Bgy
SUAGAYAN,012925034,Bgy
VICAL,012925035,Bgy
BANI,012925036,Bgy
SANTA MARIA,012926000,Mun
AG-AGRAO,012926001,Bgy
AMPUAGAN,012926002,Bgy
BABALLASIOAN,012926003,Bgy
BALIW DAYA,012926004,Bgy
BALIW LAUD,012926005,Bgy
BIA-O,012926006,Bgy
BUTIR,012926007,Bgy
CABAROAN,012926008,Bgy
DANUMAN EAST,012926009,Bgy
DANUMAN WEST,012926010,Bgy
DUNGLAYAN,012926011,Bgy
GUSING,012926012,Bgy
LANGAOAN,012926013,Bgy
LASLASONG NORTE,012926014,Bgy
LASLASONG SUR,012926015,Bgy
LASLASONG WEST,012926016,Bgy
LESSEB,012926017,Bgy
LINGSAT,012926018,Bgy
LUBONG,012926019,Bgy
MAYNGANAY NORTE,012926020,Bgy
MAYNGANAY SUR,012926021,Bgy
NAGSAYAOAN,012926022,Bgy
NAGTUPACAN,012926023,Bgy
NALVO,012926024,Bgy
PACANG,012926027,Bgy
PENNED,012926028,Bgy
POBLACION NORTE,012926029,Bgy
POBLACION SUR,012926030,Bgy
SILAG,012926031,Bgy
SUMAGUI,012926032,Bgy
SUSO,012926033,Bgy
TANGAOAN,012926034,Bgy
TINAAN,012926035,Bgy
SANTIAGO,012927000,Mun
AL-ALUDIG,012927001,Bgy
AMBUCAO,012927002,Bgy
SAN JOSE (BARAOAS),012927003,Bgy
BAYBAYABAS,012927004,Bgy
BIGBIGA,012927005,Bgy
BULBULALA,012927006,Bgy
BUSEL-BUSEL,012927007,Bgy
BUTOL,012927008,Bgy
CABURAO,012927009,Bgy
DAN-AR,012927010,Bgy
GABAO,012927011,Bgy
GUINABANG,012927012,Bgy
IMUS,012927013,Bgy
LANG-AYAN,012927014,Bgy
MAMBUG,012927015,Bgy
NALASIN,012927016,Bgy
OLO-OLO NORTE,012927017,Bgy
OLO-OLO SUR,012927018,Bgy
POBLACION NORTE,012927019,Bgy
POBLACION SUR,012927020,Bgy
SABANGAN,012927021,Bgy
SALINCUB,012927022,Bgy
SAN ROQUE,012927023,Bgy
UBBOG,012927024,Bgy
SANTO DOMINGO,012928000,Mun
BINALAYANGAN,012928001,Bgy
BINONGAN,012928002,Bgy
BOROBOR,012928003,Bgy
CABARITAN,012928004,Bgy
CABIGBIGAAN,012928005,Bgy
CALAUTIT,012928006,Bgy
CALAY-AB,012928007,Bgy
CAMESTIZOAN,012928008,Bgy
CASILI,012928009,Bgy
FLORA,012928010,Bgy
LAGATIT,012928011,Bgy
LAOINGEN,012928012,Bgy
LUSSOC,012928013,Bgy
NALASIN,012928014,Bgy
NAGBETTEDAN,012928015,Bgy
NAGLAOA-AN,012928016,Bgy
NAMBARAN,012928017,Bgy
NANERMAN,012928018,Bgy
NAPO,012928019,Bgy
PADU CHICO,012928020,Bgy
PADU GRANDE,012928021,Bgy
PAGURAPER,012928022,Bgy
PANAY,012928023,Bgy
PANGPANGDAN,012928024,Bgy
PARADA,012928025,Bgy
PARAS,012928026,Bgy
POBLACION,012928027,Bgy
PUERTA REAL,012928030,Bgy
PUSSUAC,012928031,Bgy
QUIMMARAYAN,012928032,Bgy
SAN PABLO,012928033,Bgy
SANTA CRUZ,012928034,Bgy
SANTO TOMAS,012928035,Bgy
SIVED,012928036,Bgy
VACUNERO,012928038,Bgy
SUKSUKIT,012928039,Bgy
SIGAY,012929000,Mun
ABACCAN,012929001,Bgy
MABILEG,012929002,Bgy
MATALLUCOD,012929003,Bgy
POBLACION (MADAYAW),012929004,Bgy
SAN ELIAS,012929005,Bgy
SAN RAMON,012929006,Bgy
SANTO ROSARIO,012929007,Bgy
SINAIT,012930000,Mun
AGUING,012930001,Bgy
BALLAIGUI (POB.),012930002,Bgy
BALIW,012930003,Bgy
BARACBAC,012930004,Bgy
BARIKIR,012930005,Bgy
BATTOG,012930006,Bgy
BINACUD,012930007,Bgy
CABANGTALAN,012930008,Bgy
CABARAMBANAN,012930009,Bgy
CABULALAAN,012930010,Bgy
CADANGLAAN,012930011,Bgy
CALINGAYAN,012930012,Bgy
CURTIN,012930013,Bgy
DADALAQUITEN NORTE,012930014,Bgy
DADALAQUITEN SUR,012930015,Bgy
DUYAYYAT,012930016,Bgy
JORDAN,012930017,Bgy
CALANUTIAN,012930018,Bgy
KATIPUNAN,012930019,Bgy
MACABIAG (POB.),012930020,Bgy
MAGSAYSAY,012930021,Bgy
MARNAY,012930022,Bgy
MASADAG,012930023,Bgy
NAGCULLOOBAN,012930024,Bgy
NAGBALIOARTIAN,012930025,Bgy
NAGONGBURAN,012930026,Bgy
NAMNAMA (POB.),012930027,Bgy
PACIS,012930028,Bgy
PARATONG,012930029,Bgy
DEAN LEOPOLDO YABES (PUG-OS),012930030,Bgy
PURAG,012930031,Bgy
QUIBIT-QUIBIT,012930032,Bgy
QUIMMALLOGONG,012930033,Bgy
RANG-AY (POB.),012930034,Bgy
RICUDO,012930035,Bgy
SABAÑGAN (MARCOS),012930036,Bgy
SALLACAPO,012930037,Bgy
SANTA CRUZ,012930038,Bgy
SAPRIANA,012930039,Bgy
TAPAO,012930040,Bgy
TEPPENG,012930041,Bgy
TUBIGAY,012930042,Bgy
UBBOG,012930043,Bgy
ZAPAT,012930044,Bgy
SUGPON,012931000,Mun
BANGA,012931001,Bgy
CAOAYAN,012931002,Bgy
LICUNGAN (CULLANG),012931004,Bgy
DANAC,012931005,Bgy
PANGOTAN,012931007,Bgy
BALBALAYANG (POB.),012931008,Bgy
SUYO,012932000,Mun
BARINGCUCURONG,012932001,Bgy
CABUGAO,012932002,Bgy
MAN-ATONG,012932003,Bgy
PATOC-AO,012932004,Bgy
POBLACION (KIMPUSA),012932005,Bgy
SUYO PROPER,012932007,Bgy
URZADAN,012932008,Bgy
USO,012932009,Bgy
TAGUDIN,012933000,Mun
AG-AGUMAN,012933001,Bgy
AMBALAYAT,012933002,Bgy
BARACBAC,012933003,Bgy
BARIO-AN,012933004,Bgy
BARITAO,012933005,Bgy
BORONO,012933006,Bgy
BECQUES,012933007,Bgy
BIMMANGA,012933008,Bgy
BIO,012933009,Bgy
BITALAG,012933010,Bgy
BUCAO EAST,012933011,Bgy
BUCAO WEST,012933012,Bgy
CABAROAN,012933013,Bgy
CABUGBUGAN,012933014,Bgy
CABULANGLANGAN,012933015,Bgy
DACUTAN,012933016,Bgy
DARDARAT,012933017,Bgy
DEL PILAR (POB.),012933018,Bgy
FAROLA,012933019,Bgy
GABUR,012933020,Bgy
GARITAN,012933021,Bgy
JARDIN,012933022,Bgy
LACONG,012933023,Bgy
LANTAG,012933024,Bgy
LAS-UD,012933025,Bgy
LIBTONG,012933026,Bgy
LUBNAC,012933027,Bgy
MAGSAYSAY (POB.),012933028,Bgy
MALACAÑANG,012933029,Bgy
PACAC,012933030,Bgy
PALLOGAN,012933031,Bgy
PUDOC EAST,012933032,Bgy
PUDOC WEST,012933033,Bgy
PULA,012933034,Bgy
QUIRINO (POB.),012933035,Bgy
RANGET,012933036,Bgy
RIZAL (POB.),012933038,Bgy
SALVACION,012933039,Bgy
SAN MIGUEL,012933040,Bgy
SAWAT,012933041,Bgy
TALLAOEN,012933044,Bgy
TAMPUGO,012933045,Bgy
TARANGOTONG,012933046,Bgy
CITY OF VIGAN (CAPITAL),012934000,City
AYUSAN NORTE,012934001,Bgy
AYUSAN SUR,012934002,Bgy
BARANGAY I (POB.),012934003,Bgy
BARANGAY II (POB.),012934004,Bgy
BARANGAY III (POB.),012934005,Bgy
BARANGAY IV (POB.),012934006,Bgy
BARANGAY V (POB.),012934007,Bgy
BARANGAY VI (POB.),012934008,Bgy
BARRACA,012934009,Bgy
BEDDENG LAUD,012934010,Bgy
BEDDENG DAYA,012934011,Bgy
BONGTOLAN,012934012,Bgy
BULALA,012934013,Bgy
CABALANGEGAN,012934014,Bgy
CABAROAN DAYA,012934015,Bgy
CABAROAN LAUD,012934016,Bgy
CAMANGAAN,012934017,Bgy
CAPANGPANGAN,012934018,Bgy
MINDORO,012934020,Bgy
NAGSANGALAN,012934021,Bgy
PANTAY DAYA,012934022,Bgy
PANTAY FATIMA,012934023,Bgy
PANTAY LAUD,012934024,Bgy
PAOA,012934025,Bgy
PARATONG,012934026,Bgy
PONG-OL,012934027,Bgy
PUROK-A-BASSIT,012934028,Bgy
PUROK-A-DACKEL,012934029,Bgy
RAOIS,012934030,Bgy
RUGSUANAN,012934031,Bgy
SALINDEG,012934032,Bgy
SAN JOSE,012934033,Bgy
SAN JULIAN NORTE,012934034,Bgy
SAN JULIAN SUR,012934035,Bgy
SAN PEDRO,012934036,Bgy
TAMAG,012934037,Bgy
BARANGAY VII,012934038,Bgy
BARANGAY VIII,012934039,Bgy
BARANGAY IX,012934040,Bgy
LA UNION,013300000,Prov
AGOO,013301000,Mun
AMBITACAY,013301001,Bgy
BALAWARTE,013301002,Bgy
CAPAS,013301003,Bgy
CONSOLACION (POB.),013301004,Bgy
MACALVA CENTRAL,013301005,Bgy
MACALVA NORTE,013301006,Bgy
MACALVA SUR,013301007,Bgy
NAZARENO,013301008,Bgy
PUROK,013301009,Bgy
SAN AGUSTIN EAST,013301010,Bgy
SAN AGUSTIN NORTE,013301011,Bgy
SAN AGUSTIN SUR,013301012,Bgy
SAN ANTONINO,013301013,Bgy
SAN ANTONIO,013301014,Bgy
SAN FRANCISCO,013301015,Bgy
SAN ISIDRO,013301016,Bgy
SAN JOAQUIN NORTE,013301017,Bgy
SAN JOAQUIN SUR,013301018,Bgy
SAN JOSE NORTE,013301019,Bgy
SAN JOSE SUR,013301020,Bgy
SAN JUAN,013301021,Bgy
SAN JULIAN CENTRAL,013301022,Bgy
SAN JULIAN EAST,013301023,Bgy
SAN JULIAN NORTE,013301024,Bgy
SAN JULIAN WEST,013301025,Bgy
SAN MANUEL NORTE,013301026,Bgy
SAN MANUEL SUR,013301027,Bgy
SAN MARCOS,013301028,Bgy
SAN MIGUEL,013301029,Bgy
SAN NICOLAS CENTRAL (POB.),013301030,Bgy
SAN NICOLAS EAST,013301031,Bgy
SAN NICOLAS NORTE (POB.),013301032,Bgy
SAN NICOLAS WEST,013301033,Bgy
SAN NICOLAS SUR (POB.),013301034,Bgy
SAN PEDRO,013301035,Bgy
SAN ROQUE WEST,013301036,Bgy
SAN ROQUE EAST,013301037,Bgy
SAN VICENTE NORTE,013301038,Bgy
SAN VICENTE SUR,013301039,Bgy
SANTA ANA,013301040,Bgy
SANTA BARBARA (POB.),013301041,Bgy
SANTA FE,013301042,Bgy
SANTA MARIA,013301043,Bgy
SANTA MONICA,013301044,Bgy
SANTA RITA (NALINAC),013301045,Bgy
SANTA RITA EAST,013301046,Bgy
SANTA RITA NORTE,013301047,Bgy
SANTA RITA SUR,013301048,Bgy
SANTA RITA WEST,013301049,Bgy
ARINGAY,013302000,Mun
ALASKA,013302001,Bgy
BASCA,013302002,Bgy
DULAO,013302003,Bgy
GALLANO,013302004,Bgy
MACABATO,013302005,Bgy
MANGA,013302006,Bgy
PANGAO-AOAN EAST,013302007,Bgy
PANGAO-AOAN WEST,013302009,Bgy
POBLACION,013302010,Bgy
SAMARA,013302011,Bgy
SAN ANTONIO,013302012,Bgy
SAN BENITO NORTE,013302014,Bgy
SAN BENITO SUR,013302015,Bgy
SAN EUGENIO,013302016,Bgy
SAN JUAN EAST,013302018,Bgy
SAN JUAN WEST,013302019,Bgy
SAN SIMON EAST,013302020,Bgy
SAN SIMON WEST,013302021,Bgy
SANTA CECILIA,013302022,Bgy
SANTA LUCIA,013302023,Bgy
SANTA RITA EAST,013302024,Bgy
SANTA RITA WEST,013302025,Bgy
SANTO ROSARIO EAST,013302027,Bgy
SANTO ROSARIO WEST,013302028,Bgy
BACNOTAN,013303000,Mun
AGTIPAL,013303001,Bgy
AROSIP,013303002,Bgy
BACQUI,013303003,Bgy
BACSIL,013303004,Bgy
BAGUTOT,013303005,Bgy
BALLOGO,013303006,Bgy
BARORO,013303007,Bgy
BITALAG,013303008,Bgy
BULALA,013303009,Bgy
BURAYOC,013303010,Bgy
BUSSAOIT,013303011,Bgy
CABAROAN,013303012,Bgy
CABARSICAN,013303013,Bgy
CABUGAO,013303014,Bgy
CALAUTIT,013303015,Bgy
CARCARMAY,013303016,Bgy
CASIAMAN,013303017,Bgy
GALONGEN,013303018,Bgy
GUINABANG,013303019,Bgy
LEGLEG,013303020,Bgy
LISQUEB,013303021,Bgy
MABANENGBENG 1ST,013303022,Bgy
MABANENGBENG 2ND,013303023,Bgy
MARAGAYAP,013303024,Bgy
NANGALISAN,013303025,Bgy
NAGATIRAN,013303026,Bgy
NAGSARABOAN,013303027,Bgy
NAGSIMBAANAN,013303028,Bgy
NARRA,013303029,Bgy
ORTEGA,013303030,Bgy
PAAGAN,013303031,Bgy
PANDAN,013303032,Bgy
PANG-PANG,013303033,Bgy
POBLACION,013303034,Bgy
QUIRINO,013303035,Bgy
RAOIS,013303036,Bgy
SALINCOB,013303037,Bgy
SAN MARTIN,013303038,Bgy
SANTA CRUZ,013303039,Bgy
SANTA RITA,013303040,Bgy
SAPILANG,013303041,Bgy
SAYOAN,013303042,Bgy
SIPULO,013303043,Bgy
